SK_ID_CURR,TARGET
100001,0.07851457787440605
100005,0.1379263019701665
100013,0.0821936672849692
100028,0.08092138862783617
100038,0.13261834508574438
100042,0.0642788899034117
100057,0.09433683133307465
100065,0.10940564373594505
100066,0.05517726159850607
100067,0.09376299226533724
100074,0.08014846004854839
100090,0.124993913511858
100091,0.11777333221849626
100092,0.11040157883329633
100106,0.13296542351392746
100107,0.10401559056510867
100109,0.11242653857633982
100117,0.0914815173191995
100128,0.07427608898476971
100141,0.10701244492427993
100150,0.07940272885424476
100168,0.06656196288494323
100169,0.049849948056680735
100170,0.09066166221266037
100171,0.1087096034290001
100172,0.13412537222407822
100184,0.08360238453272097
100187,0.07128818304009948
100212,0.08778033539830868
100222,0.10285563007791752
100223,0.06377899792024691
100232,0.07493325716711614
100241,0.13571406758587085
100245,0.07874503798505511
100253,0.06694364930919189
100256,0.10193013461001482
100271,0.06707982573496846
100278,0.12066355260277102
100280,0.07317271376356523
100306,0.14169471092660532
100311,0.12069326241924408
100312,0.07154969387398456
100330,0.09059156333684282
100331,0.1063038369185427
100352,0.09681152061599725
100358,0.11636302140375705
100367,0.1002038434506518
100382,0.08544326116360726
100384,0.07919626257685285
100385,0.10196396511609397
100386,0.08524628502173504
100399,0.07867233895163783
100404,0.07733338551188833
100416,0.07096329648561547
100422,0.1424849548237741
100426,0.08738176587866796
100438,0.07348930599286804
100444,0.10463307840228707
100445,0.12496608904781831
100446,0.10627431767136375
100447,0.07447004622119263
100450,0.08355084580690961
100466,0.09756708720259193
100483,0.0776285434421423
100484,0.06146475434685132
100494,0.09154364950616332
100510,0.12349584102989955
100512,0.07063895845797521
100517,0.0801322602408793
100548,0.06575272831721095
100551,0.08072915030545165
100552,0.12998619987392634
100553,0.08846890586743597
100561,0.10011003013351151
100568,0.13715969974616338
100569,0.06974983477029151
100591,0.1039522695310636
100592,0.06096799215884776
100602,0.09618246287266619
100607,0.09462527240589576
100613,0.09349040024138217
100617,0.07487339990262407
100618,0.10614997339457415
100622,0.15270556055117313
100625,0.10453720502974069
100677,0.09375310022484969
100699,0.08868131435933004
100702,0.14406571178896757
100711,0.07706757238564468
100729,0.14679971726712363
100740,0.11863686650737366
100744,0.11138944917241393
100745,0.10301142266730356
100747,0.10480969818799245
100751,0.11374527621049012
100752,0.09457519066442654
100753,0.14729557199901713
100754,0.11629086883724049
100760,0.11381924062132416
100762,0.10136727365092912
100763,0.08537564460786666
100765,0.08632217964452842
100770,0.09722834538611197
100772,0.08489027626381178
100777,0.08957163962014447
100791,0.07520951621606614
100792,0.07280491805239955
100797,0.10048565255945723
100823,0.10210784777921655
100826,0.10470923551963628
100830,0.07406567008073818
100836,0.1263446518511698
100872,0.0912393840642657
100910,0.09687499464681248
100913,0.07489594294919055
100918,0.09338803411545236
100931,0.06796061447376199
100952,0.11910975311208089
100953,0.08775827311995658
100965,0.11418482871941371
100970,0.08791019665544506
100982,0.11352710045345257
100983,0.0972131355259032
100984,0.07369868432161183
100987,0.11925665662643463
100997,0.08488546372461374
100998,0.12889214814275335
101002,0.11222872042388927
101005,0.1350786740879583
101008,0.13040840173607024
101020,0.11217724836861383
101021,0.10918332691135364
101024,0.08559699901381064
101025,0.1355541332952729
101026,0.09460372373536455
101031,0.08643991657314329
101041,0.07196555138215324
101051,0.06084172595282646
101055,0.10093784264432654
101056,0.11301411231110625
101057,0.1087020247141206
101064,0.07987913479292523
101079,0.09646192152587119
101087,0.09189385855184838
101090,0.07022356737653591
101092,0.09477032274660291
101097,0.1125269882588007
101099,0.0686309494995602
101107,0.10756116724353042
101118,0.10778678622410306
101125,0.09701928635846574
101126,0.08049437348899256
101128,0.11880593879813585
101136,0.12276711481296446
101140,0.10601567418611225
101149,0.08372514749200154
101160,0.08166389601861053
101169,0.13323821462593083
101181,0.08685775101115409
101186,0.063629933158343
101190,0.11712541514813564
101193,0.11732950937080601
101194,0.08928700660150281
101198,0.1004735069033799
101200,0.07257653663418026
101204,0.10926415776562479
101211,0.08451784437788491
101213,0.08228647446960549
101223,0.08429058851195148
101225,0.10561893712988521
101237,0.08813890970348276
101243,0.09127342315201677
101244,0.119143408520522
101258,0.08113189727238368
101259,0.1448980794023309
101268,0.11562751644100767
101269,0.08315949573156219
101271,0.12462550309079677
101279,0.07392353470586928
101281,0.09707924575252862
101287,0.0814531092215153
101292,0.0750501612189263
101294,0.08385518861660887
101296,0.0733923044759507
101297,0.08676174958008487
101299,0.07015157008059307
101301,0.0910550895109932
101305,0.08565509730015936
101308,0.0664391056483303
101318,0.06476972242824337
101327,0.11295809487916694
101329,0.11758971245623756
101332,0.06851711634968648
101337,0.09913327417339385
101343,0.07207620399977908
101345,0.0771554097039511
101346,0.10347146061287374
101353,0.05641859092058741
101354,0.11371616915899822
101355,0.10908194734555018
101356,0.06612822889313202
101362,0.11296883970270692
101363,0.14109746884358224
101365,0.08406643121195424
101366,0.11067683881357314
101367,0.12989574794127048
101368,0.059174621016175
101374,0.11604123512051051
101380,0.0767902002408952
101383,0.07015722829743704
101398,0.06216481700407641
101399,0.13706033194777073
101401,0.1225440131019814
101412,0.10514769488629745
101426,0.1253425697398291
101427,0.13898507536242474
101428,0.10407212076928885
101429,0.10102112898482639
101434,0.08774963021848102
101440,0.09960382028706787
101448,0.10743783267992042
101449,0.09474436515022872
101465,0.08051077129648132
101467,0.08717730366923153
101472,0.14063476216356124
101478,0.09252964032687337
101497,0.09125455245873547
101504,0.08096527376468406
101547,0.0835037414456379
101548,0.10476061695790838
101555,0.09006903447820341
101570,0.09947910397784837
101572,0.08132367260233793
101578,0.08688828871293111
101580,0.12024805733094378
101588,0.10149389983624313
101602,0.08696755063414667
101610,0.10083551275495459
101614,0.12374556939043391
101616,0.10363892772086722
101643,0.1076581075136223
101644,0.10598020923123597
101649,0.09530822178899448
101650,0.10316676061229967
101665,0.0667230255551885
101667,0.11528264023367767
101669,0.06668639599618742
101674,0.10934395271443893
101675,0.09152458584540044
101678,0.11042691298203008
101682,0.08906625138912004
101686,0.10670605014676623
101697,0.14721875294439404
101700,0.10046233026835215
101711,0.07564042056956101
101714,0.05706116522939499
101715,0.11764912831043739
101728,0.09629031778661654
101732,0.08291396278864524
101757,0.09347864537134337
101758,0.10776906304651242
101759,0.10505172588792816
101762,0.055858935466111766
101764,0.08679006640337997
101780,0.11889815815121088
101784,0.1062998312634634
101789,0.07513333825789871
101816,0.08870612834173534
101819,0.07799912238146546
101827,0.058884272958074836
101863,0.11060590985595632
101867,0.12283841031129207
101870,0.0698524440455855
101873,0.11740546880926982
101878,0.08976981407075937
101879,0.06558187337248406
101880,0.07535418785929902
101887,0.10694076187220694
101897,0.06937081959051107
101901,0.07510724112685575
101903,0.14956732738394182
101920,0.09634873374850475
101921,0.09032928980972381
101922,0.08509884745508267
101961,0.12880134320999334
101962,0.08472662143517419
101971,0.09199118966099704
101976,0.12385866450019026
102002,0.10719752945465667
102005,0.0771306424880097
102007,0.14357738086984925
102017,0.07637503551894124
102019,0.13118069341133426
102029,0.06742753688266258
102051,0.09752172081441039
102052,0.07105668343730855
102054,0.08337851842866482
102062,0.12528453642932758
102067,0.10580753404589037
102068,0.09597265484517455
102070,0.07913671703839054
102090,0.08651135053087224
102092,0.13017113299716487
102099,0.12970703382458054
102100,0.05800975818453279
102112,0.10559605987647006
102113,0.09452268414392279
102122,0.11247396049859107
102123,0.08435177641036808
102125,0.07698463325594954
102126,0.09663451232001348
102146,0.09692482694520967
102147,0.10723298588497207
102151,0.09713335520861828
102158,0.08509361955558142
102159,0.08276923417926967
102162,0.0736028665826859
102165,0.08012815783357774
102166,0.11183445270488276
102174,0.08373783312688308
102193,0.1386161971011032
102198,0.08660914841592372
102205,0.1029100702209953
102206,0.09439170808194082
102218,0.09696423436349388
102221,0.09760717241296073
102230,0.0938509778791686
102238,0.09596713723002363
102248,0.06432476003818205
102252,0.10670377923403458
102259,0.07647430761683262
102262,0.10122694021650032
102273,0.07226221705327393
102286,0.08611313390425948
102293,0.09597439955903422
102294,0.06968080912185881
102296,0.08827213240513075
102298,0.10724662516660748
102303,0.07931880364853458
102309,0.10982510278180901
102315,0.0698884509339361
102340,0.07773345069768811
102342,0.08178243268890797
102344,0.08848985166323556
102346,0.126055002073722
102347,0.07133558466608106
102374,0.11422069947305584
102380,0.10866124742222497
102387,0.09564058567891066
102393,0.0805220531452829
102403,0.09134817490755551
102413,0.10393073115988828
102414,0.06179191560603038
102415,0.0889221029341036
102416,0.08882279146657429
102439,0.10321130599358687
102441,0.08069561301368107
102443,0.07870273960467429
102444,0.08211246730624039
102445,0.13803413397342137
102448,0.07326159607570529
102449,0.09870493787636653
102450,0.14155317722606822
102456,0.08406682682694615
102458,0.09909373809825074
102459,0.08323093499940068
102465,0.06467868911327602
102470,0.12380249395727252
102471,0.07469435646390976
102475,0.13035675468704203
102476,0.12111164379619999
102506,0.08333754738561283
102509,0.07624597306085239
102519,0.08904160351181487
102522,0.07636825018288933
102545,0.08578783344949421
102549,0.11113419056446372
102562,0.06932492392910529
102563,0.08577656890434256
102568,0.12425518222952044
102582,0.10709143870408845
102592,0.06421377868455865
102597,0.0929972312072787
102605,0.11238387636940529
102614,0.09975567671185762
102617,0.09738436028866734
102634,0.07766914878878779
102652,0.08222765292289437
102655,0.05366993102753847
102671,0.07084365479137832
102694,0.0868929529568495
102701,0.11220916857884917
102703,0.06664621445282669
102704,0.07591005219276806
102713,0.05010763838673854
102720,0.11612647221336829
102731,0.06901592846059242
102733,0.0820301023099741
102749,0.13002966439124847
102755,0.07850070733772858
102763,0.07657056780915317
102770,0.11822067681401023
102772,0.10685173468819273
102799,0.10500934326856763
102838,0.08717608554274464
102854,0.08013456535520745
102862,0.12818301218030329
102863,0.09963124732150455
102867,0.08113784311575548
102868,0.07585175165233442
102878,0.08811905778589854
102887,0.09823264622054015
102898,0.12838013837840775
102904,0.09077588095945684
102912,0.12059573176624887
102919,0.07560729803335475
102927,0.08431582352332406
102932,0.09654644514219012
102933,0.1387533694505401
102935,0.06936312936209375
102958,0.10749937987279501
102969,0.1016387989117604
102971,0.0833476450194087
102975,0.07405737907512187
102979,0.09598768719937242
102982,0.06564130186160912
102987,0.1052597613249456
102989,0.09103912232353017
102995,0.09321538007883103
102996,0.08248245703314118
103000,0.0688513389384112
103001,0.10829287959911024
103004,0.08692771696951451
103010,0.08759803472815683
103025,0.1079562576503939
103029,0.09880906011644523
103046,0.10248992005775784
103056,0.07744124647452658
103062,0.09793542912320997
103078,0.11104370687948663
103083,0.0628714599250559
103092,0.10488149107537606
103096,0.08980511885739324
103097,0.10179304514999318
103102,0.13471122982746364
103112,0.08848611308590465
103132,0.06859635529130113
103144,0.09640496240689635
103145,0.07803716115334494
103146,0.07729164702651695
103147,0.11032940413601125
103158,0.08389421586132982
103171,0.11941663727150563
103173,0.07407282497096926
103184,0.09102643728235252
103195,0.10367233489534167
103196,0.07054308571814191
103206,0.08060998189029524
103230,0.09966367888098823
103231,0.11260701787966303
103232,0.10430576075916713
103239,0.11631598373881286
103240,0.09957853617851832
103243,0.08792942951665907
103252,0.10104385962201877
103258,0.09408112801366167
103259,0.09275758013226286
103279,0.07958597664692306
103280,0.06227884799708204
103286,0.09198776333501245
103287,0.1318202755275589
103290,0.09234046193230293
103298,0.11399890005566325
103315,0.05398782212453737
103319,0.0720337004099323
103334,0.12915513028258957
103336,0.09924872857484765
103345,0.10066762257762116
103368,0.09199872377999824
103371,0.12015345403235977
103377,0.08210338301522631
103398,0.08003907912359304
103404,0.07067557907550791
103408,0.09978300602031982
103410,0.07734854665438691
103418,0.07453421454651586
103420,0.12321901184571331
103432,0.10797086608329932
103433,0.08323723399028667
103436,0.0677914132193315
103440,0.10045813406852369
103453,0.09110047338469206
103459,0.10196750040304418
103460,0.08559862245091379
103461,0.06972067458700984
103462,0.11309330806928436
103473,0.0950892186549208
103474,0.06529050629906644
103475,0.10522179393699387
103478,0.11783166968945781
103480,0.1063953980932872
103484,0.06645544428683388
103494,0.08553559273876943
103513,0.11414815533946596
103515,0.09069706191335163
103516,0.13909083529533603
103525,0.11306284131668333
103541,0.12565009862529886
103544,0.08157439995125339
103562,0.13007648860885904
103570,0.1724008650365825
103572,0.13960035208495292
103574,0.08090933819601905
103575,0.10300150045056111
103591,0.11435542883324425
103594,0.07730888663869752
103609,0.07498424707932802
103613,0.07469797464385586
103614,0.07500524711638397
103615,0.06769613814429758
103624,0.09954017465503644
103625,0.15711052869534237
103628,0.12320993245082756
103629,0.07276892834153251
103647,0.09279834244865437
103648,0.11452035902132275
103651,0.08666272402454428
103658,0.06941244438179298
103668,0.09088760713120501
103669,0.0836779684914796
103676,0.10411713902289996
103682,0.08276206903201747
103683,0.0626477130687183
103689,0.07239982461877333
103725,0.05955847740918136
103733,0.09048747328843332
103744,0.05832490368528586
103762,0.1103422056916051
103771,0.11930790310759676
103773,0.06560937104314594
103783,0.11414449050949407
103784,0.10457986933658929
103808,0.06498568977830045
103812,0.07511935827207246
103813,0.09568796032811089
103814,0.07727366745911396
103818,0.13653862910152387
103824,0.0935219836190203
103828,0.06509929050637703
103830,0.08806970329474245
103840,0.07594130994487205
103842,0.10365137175398524
103847,0.12315761535210794
103848,0.11479109878854303
